ID,Player Name,Salary,Position,Age,Team,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Linear_PER
431,Dru Smith,374357,SG,25,BRK/MIA,15,1,10.5,1.2,3.0,0.4,0.3,1.3,0.263,0.9,1.7,0.5,0.456,0.2,0.2,1.0,0.1,1.5,1.6,1.5,0.7,0.3,0.2,1.5,2.9,smithdr01,148.38559999999998
432,Jared Rhoden,307089,SG,23,DET,14,0,14.1,1.2,3.1,0.386,0.4,1.4,0.25,0.9,1.7,0.5,0.443,0.4,0.4,1.0,0.8,1.9,2.6,0.3,0.3,0.1,0.2,1.6,3.2,rhodeja01,119.60050000000003
433,Louis King,307089,PF,23,PHI,1,0,29.0,8.0,13.0,0.615,4.0,8.0,0.5,4.0,5.0,0.8,0.769,0.0,1.0,0.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,4.0,20.0,kinglo02,732.8220000000002
434,Jarrett Culver,260295,SF,23,ATL,10,1,13.7,1.7,4.3,0.395,0.1,1.2,0.083,1.6,3.1,0.516,0.407,0.9,1.3,0.692,1.0,2.8,3.8,0.6,0.6,0.2,0.7,1.4,4.4,culveja01,163.0333
435,Olivier Sarr,257371,C,23,OKC,9,1,12.7,1.7,3.3,0.5,0.1,0.9,0.125,1.6,2.4,0.636,0.517,0.6,0.8,0.714,1.3,2.1,3.4,0.4,0.1,0.6,0.4,1.9,4.0,sarrol01,183.0243
436,Alondes Williams,254446,SG,23,BRK,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,willial06,-110.261
437,Donovan Williams,239822,SG,21,ATL,2,0,2.0,1.0,2.5,0.4,0.0,1.0,0.0,1.0,1.5,0.667,0.4,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,willido02,41.831999999999994
438,Quenton Jackson,219630,PG,24,WAS,9,0,15.0,2.1,4.7,0.452,0.1,1.3,0.083,2.0,3.3,0.6,0.464,1.9,2.4,0.773,0.2,0.7,0.9,1.7,0.4,0.1,0.4,1.1,6.2,jacksqu01,224.7641
439,Chris Silva,211045,PF,26,DAL,1,0,3.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,silvach01,-2.335000000000001
440,Tyler Dorsey,201802,SF,26,DAL,3,0,2.7,1.3,1.7,0.8,0.3,0.7,0.5,1.0,1.0,1.0,0.9,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,3.0,dorsety01,127.70320000000001
441,Braxton Key,201802,SF,25,DET,3,0,3.0,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.7,0.7,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3,keybr01,62.9766
442,Jordan Hall,193027,SF,21,SAS,9,0,9.2,1.0,3.1,0.321,0.3,1.7,0.2,0.7,1.4,0.462,0.375,0.8,1.0,0.778,0.3,1.0,1.3,1.2,0.1,0.0,0.8,0.7,3.1,halljo02,70.92259999999999
443,Alize Johnson,192293,PF,26,SAS,4,0,7.5,0.8,1.5,0.5,0.0,0.5,0.0,0.8,1.0,0.75,0.5,0.3,0.5,0.5,0.5,2.0,2.5,0.3,0.3,0.0,1.0,0.8,1.8,johnsal02,59.27530000000001
444,Devon Dotson,169630,PG,23,WAS,6,0,8.8,0.2,1.7,0.1,0.2,0.7,0.25,0.0,1.0,0.0,0.15,0.0,0.0,,1.0,0.7,1.7,1.3,0.8,0.0,0.5,1.5,0.5,dotsode01,53.72150000000002
445,Mac McClung,160856,SG,24,PHI,2,0,20.5,4.5,10.0,0.45,2.0,5.5,0.364,2.5,4.5,0.556,0.55,1.5,2.5,0.6,1.5,3.5,5.0,4.5,0.0,0.0,1.5,1.5,12.5,mccluma01,484.44000000000005
446,Xavier Cooks,140384,PF,27,WAS,10,1,12.6,1.7,2.8,0.607,0.0,0.1,0.0,1.7,2.7,0.63,0.607,0.4,1.0,0.4,1.6,2.2,3.8,0.6,0.6,0.4,0.8,1.3,3.8,cooksxa01,208.05740000000006
447,Shaquille Harrison,134862,SG,29,POR,5,0,24.0,3.0,7.2,0.417,0.6,2.0,0.3,2.4,5.2,0.462,0.458,2.2,3.0,0.733,0.2,4.2,4.4,6.0,2.2,0.4,1.2,2.4,8.8,harrish01,517.1972000000001
448,Lester Quinones,129405,SG,22,GSW,4,0,4.5,0.5,1.3,0.4,0.5,1.0,0.5,0.0,0.3,0.0,0.6,1.0,1.5,0.667,0.3,0.5,0.8,0.5,0.3,0.0,1.3,0.0,2.5,quinole01,56.833
449,Xavier Moon,116986,SG,28,LAC,4,0,5.0,0.8,2.3,0.333,0.3,0.8,0.333,0.5,1.5,0.333,0.389,0.0,0.0,,0.0,0.8,0.8,1.3,0.0,0.0,0.3,0.5,1.8,moonxa01,57.55970000000001
450,Jamaree Bouyea,116986,PG,23,MIA/WAS,5,0,14.2,1.2,2.8,0.429,0.4,1.2,0.333,0.8,1.6,0.5,0.5,0.2,0.4,0.5,0.2,1.0,1.2,0.8,0.8,0.4,0.8,1.2,3.0,bouyeja01,111.79539999999994
451,Jay Huff,116986,C,24,WAS,7,0,13.6,2.1,3.6,0.6,0.9,1.7,0.5,1.3,1.9,0.692,0.72,2.1,2.3,0.938,0.9,2.1,3.0,1.4,0.4,0.6,0.7,2.1,7.3,huffja01,348.5466
452,Skylar Mays,116574,PG,25,POR,6,6,31.5,5.7,11.3,0.5,2.0,4.3,0.462,3.7,7.0,0.524,0.588,2.0,2.2,0.923,0.3,2.8,3.2,8.3,1.0,0.2,1.7,1.8,15.3,mayssk01,743.3614
453,Frank Jackson,113114,PG,24,UTA,1,0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,jacksfr01,-28.99600000000001
454,Deonte Burton,105522,PF,29,SAC,2,0,3.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,burtode02,-39.19
455,Jarrell Brantley,105522,PF,26,UTA,4,0,9.8,2.0,3.5,0.571,1.0,2.3,0.444,1.0,1.3,0.8,0.714,0.5,0.5,1.0,0.3,1.3,1.5,0.8,0.0,0.5,0.5,0.8,5.5,brantja01,225.73950000000008
456,Xavier Sneed,102910,SF,25,CHO,4,0,12.0,1.3,2.5,0.5,0.8,1.5,0.5,0.5,1.0,0.5,0.65,1.0,1.0,1.0,0.0,1.3,1.3,1.3,0.0,0.3,0.8,1.8,4.3,sneedxa01,154.831
457,Lindell Wigginton,99438,PG,24,MIL,7,1,12.4,2.6,5.3,0.486,0.9,2.6,0.333,1.7,2.7,0.632,0.568,1.1,1.3,0.889,0.0,1.0,1.0,2.0,0.0,0.3,1.7,1.0,7.1,wiggili01,198.6647
458,Jordan Schakel,96514,SF,24,WAS,2,0,3.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5,schakjo01,84.93849999999999
459,Stanley Umude,58493,SG,23,DET,1,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,umudest01,147.587
460,Jeenathan Williams,52644,SG,23,POR,5,4,25.4,4.8,7.8,0.615,0.6,1.6,0.375,4.2,6.2,0.677,0.654,0.4,0.6,0.667,2.0,1.0,3.0,2.0,0.6,0.4,0.8,2.6,10.6,willije02,463.2572
461,Jay Scrubb,49719,SG,22,ORL,2,0,15.0,2.5,3.5,0.714,1.0,1.0,1.0,1.5,2.5,0.6,0.857,0.5,1.0,0.5,0.0,3.0,3.0,0.5,1.0,0.0,1.5,1.0,6.5,scrubja01,258.056
462,Justin Minaya,35096,SF,23,POR,4,0,22.3,1.8,5.8,0.304,0.8,3.0,0.25,1.0,2.8,0.364,0.37,0.0,0.3,0.0,0.8,3.0,3.8,1.0,0.5,1.3,1.0,2.3,4.3,minayju01,127.90459999999996
463,Kobi Simmons,32795,SG,25,CHO,5,0,5.6,0.2,1.2,0.167,0.2,1.0,0.2,0.0,0.2,0.0,0.25,0.4,0.4,1.0,0.2,0.6,0.8,1.0,0.0,0.4,0.2,0.0,1.0,simmoko01,63.31720000000001
464,Gabe York,32171,SG,29,IND,3,0,18.7,2.7,7.0,0.381,2.0,6.0,0.333,0.7,1.0,0.667,0.524,0.7,0.7,1.0,0.0,2.0,2.0,1.7,0.7,0.0,0.0,1.7,8.0,yorkga01,296.6424999999999
465,RaiQuan Gray,5849,PF,23,BRK,1,0,35.0,6.0,12.0,0.5,2.0,5.0,0.4,4.0,7.0,0.571,0.583,2.0,2.0,1.0,3.0,6.0,9.0,7.0,0.0,1.0,4.0,5.0,16.0,grayra01,663.8069999999999
466,Jacob Gilyard,5849,PG,24,MEM,1,0,41.0,1.0,3.0,0.333,1.0,3.0,0.333,0.0,0.0,,0.5,0.0,0.0,,0.0,4.0,4.0,7.0,3.0,0.0,2.0,3.0,3.0,gilyaja01,363.2289999999999
